dataset_id,disease,soma_joinid,citation,collection_id,collection_name,collection_doi,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
0374f03c-62e2-4859-8a14-acb00b0627d5,normal;dementia,393,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/9446b3b9-ef54-4504-a4ff-2daea351e11b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,9446b3b9-ef54-4504-a4ff-2daea351e11b,Chandelier - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),0374f03c-62e2-4859-8a14-acb00b0627d5.h5ad,14871
19e46756-9100-4e01-8b0e-23b557558a4c,premalignant hematological system disease;normal,396,Publication: https://doi.org/10.1182/bloodadvances.2023011445 Dataset Version: https://datasets.cellxgene.cziscience.com/f8f41e86-e9ed-4de7-a155-836b2f243fd0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0aab20b3-c30c-4606-bd2e-d20dae739c45,0aab20b3-c30c-4606-bd2e-d20dae739c45,Multiomic Profiling of Human Clonal Hematopoiesis Reveals Genotype and Cell-Specific Inflammatory Pathway Activation,10.1182/bloodadvances.2023011445,f8f41e86-e9ed-4de7-a155-836b2f243fd0,Single Cell Sequencing of Human PBMCs in Clonal Hematopoeisis of Indeterminant Potential,19e46756-9100-4e01-8b0e-23b557558a4c.h5ad,66985
fa8605cf-f27e-44af-ac2a-476bee4410d3,COVID-19;normal,421,Publication: https://doi.org/10.1101/2020.11.20.20227355 Dataset Version: https://datasets.cellxgene.cziscience.com/cd0bb8f2-087d-4c1b-a037-8f14551693a3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,10.1101/2020.11.20.20227355,cd0bb8f2-087d-4c1b-a037-8f14551693a3,PBMCs,fa8605cf-f27e-44af-ac2a-476bee4410d3.h5ad,59506
e067e5ca-e53e-485f-aa8e-efd5435229c8,normal;type 2 diabetes mellitus,434,Publication: https://doi.org/10.1038/s41467-022-32972-z Dataset Version: https://datasets.cellxgene.cziscience.com/0206ea52-4932-4c71-87ed-58d00ffffd49.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b3e2c6e3-9b05-4da9-8f42-da38a664b45b,b3e2c6e3-9b05-4da9-8f42-da38a664b45b,Multimodal single cell sequencing implicates chromatin accessibility and genetic background in diabetic kidney disease progression,10.1038/s41467-022-32972-z,0206ea52-4932-4c71-87ed-58d00ffffd49,Human kidney cortex snRNA-seq data from donors with and without diabetic kidney disease,e067e5ca-e53e-485f-aa8e-efd5435229c8.h5ad,39176
d4cfefa0-3a35-44eb-b848-d7a725b481e7,normal;lung adenocarcinoma;small cell lung carcinoma,440,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/4cda4640-5264-4a82-be44-d2b5550eec4b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,4cda4640-5264-4a82-be44-d2b5550eec4b,NSCLC epithelial cells,d4cfefa0-3a35-44eb-b848-d7a725b481e7.h5ad,9778
e500acbf-f166-4c46-b290-f93506cf26d3,triple-negative breast carcinoma;luminal B breast carcinoma,441,Publication: https://doi.org/10.1002/ctm2.1356 Dataset Version: https://datasets.cellxgene.cziscience.com/28bef71a-e143-44e6-aebd-754c8bd90fea.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7dd599c5-d25d-40c0-b1a6-8789791ca808,7dd599c5-d25d-40c0-b1a6-8789791ca808,The cellular landscape of breast cancer associated malignant pleural effusions,10.1002/ctm2.1356,28bef71a-e143-44e6-aebd-754c8bd90fea,Figure 3,e500acbf-f166-4c46-b290-f93506cf26d3.h5ad,37428
4c4cd77c-8fee-4836-9145-16562a8782fe,COVID-19;normal,449,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/bdee03e4-14ee-4f3e-a225-3d12f032841f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,bdee03e4-14ee-4f3e-a225-3d12f032841f,Individual Single-Cell RNA-seq PBMC Data from Lee et al.,4c4cd77c-8fee-4836-9145-16562a8782fe.h5ad,43512
5ae6ab72-1927-4d5b-9826-86be65791293,normal;dementia,452,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/bfebfb77-22c5-40c0-ad55-f21587ca42c7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,bfebfb77-22c5-40c0-ad55-f21587ca42c7,Sncg - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),5ae6ab72-1927-4d5b-9826-86be65791293.h5ad,20181
5d3fc988-765d-48ba-bfb5-151ef2988cac,luminal A breast carcinoma;triple-negative breast carcinoma;luminal B breast carcinoma,464,Publication: https://doi.org/10.1002/ctm2.1356 Dataset Version: https://datasets.cellxgene.cziscience.com/48074f53-54c9-4a2c-af0e-4e8bf4f6485d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7dd599c5-d25d-40c0-b1a6-8789791ca808,7dd599c5-d25d-40c0-b1a6-8789791ca808,The cellular landscape of breast cancer associated malignant pleural effusions,10.1002/ctm2.1356,48074f53-54c9-4a2c-af0e-4e8bf4f6485d,Figure 1,5d3fc988-765d-48ba-bfb5-151ef2988cac.h5ad,49109
db0752b9-f20e-40b8-8997-992f3ae0bb2e,COVID-19;normal,466,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/1b5ca92f-555d-4bf8-97eb-a462a80818ee.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,1b5ca92f-555d-4bf8-97eb-a462a80818ee,Classical Monocyte sub_clusters of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets,db0752b9-f20e-40b8-8997-992f3ae0bb2e.h5ad,55348
1c9f5c6b-73da-4d17-95de-df080ffe0df1,normal;dementia,472,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/f558c230-3cd8-48f9-ae7a-b78c40e06f91.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,f558c230-3cd8-48f9-ae7a-b78c40e06f91,L6 IT Car3 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),1c9f5c6b-73da-4d17-95de-df080ffe0df1.h5ad,13007
58c43cc2-e00e-43c4-94eb-8501369264e1,normal;dementia,484,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/ff431922-0102-4220-bf54-b63fe3144b2f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,ff431922-0102-4220-bf54-b63fe3144b2f,OPC - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),58c43cc2-e00e-43c4-94eb-8501369264e1.h5ad,27670
bc260987-8ee5-4b6e-8773-72805166b3f7,normal;COVID-19,487,Publication: https://doi.org/10.1016/j.isci.2023.108572 Dataset Version: https://datasets.cellxgene.cziscience.com/e4a87172-3b15-489d-826c-27f4eac9bd49.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,ecb739c5-fe0d-4b48-81c6-217c4d64eec4,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,10.1016/j.isci.2023.108572,e4a87172-3b15-489d-826c-27f4eac9bd49,"T cells -- CV19 infection, vaccination and HC",bc260987-8ee5-4b6e-8773-72805166b3f7.h5ad,98068
59b69042-47c2-47fd-ad03-d21beb99818f,COVID-19;normal,494,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/1ff3a755-f3ae-41d2-95eb-b7dab87e7a09.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,1ff3a755-f3ae-41d2-95eb-b7dab87e7a09,Individual Single-Cell RNA-seq PBMC Data from Arunachalam et al.,59b69042-47c2-47fd-ad03-d21beb99818f.h5ad,49139
d8da613f-e681-4c69-b463-e94f5e66847f,normal;COVID-19,496,Publication: https://doi.org/10.1038/s41586-021-03569-1 Dataset Version: https://datasets.cellxgene.cziscience.com/1015c746-3e59-46d2-a3f5-b592f1ee119a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,A molecular single-cell lung atlas of lethal COVID-19,10.1038/s41586-021-03569-1,1015c746-3e59-46d2-a3f5-b592f1ee119a,A molecular single-cell lung atlas of lethal COVID-19,d8da613f-e681-4c69-b463-e94f5e66847f.h5ad,116313
c76098ba-eed3-45b1-98f2-96fcac55ed18,dementia;normal,499,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/448539b7-5212-41b1-95cf-82a167dce84d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,448539b7-5212-41b1-95cf-82a167dce84d,Microglia-PVM - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),c76098ba-eed3-45b1-98f2-96fcac55ed18.h5ad,35889
e8ac3386-31d4-48ba-aa70-1bae0cf020e7,normal;dementia,501,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/a7354583-0165-4d23-aeda-04246eb5cc4d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,a7354583-0165-4d23-aeda-04246eb5cc4d,Lamp5 Lhx6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),e8ac3386-31d4-48ba-aa70-1bae0cf020e7.h5ad,19385
b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e,normal;dementia,504,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/b2528cb7-9765-4e6f-92ed-14f99c80e40c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,b2528cb7-9765-4e6f-92ed-14f99c80e40c,Sncg - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e.h5ad,23640
100c6145-7b0e-4ba6-81c1-ffebed0d1ac4,normal;dementia,506,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/4ce2f4eb-757a-4cae-82ed-900a33c3145e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,4ce2f4eb-757a-4cae-82ed-900a33c3145e,Microglia-PVM - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),100c6145-7b0e-4ba6-81c1-ffebed0d1ac4.h5ad,40625
b8920ef5-7d22-497b-abca-a7a9eb76d79a,dementia;normal,509,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/642044f3-f6ca-4d0a-8bf7-84c840a12105.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,642044f3-f6ca-4d0a-8bf7-84c840a12105,L5/6 NP - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),b8920ef5-7d22-497b-abca-a7a9eb76d79a.h5ad,18154
8a8aedcb-5bb3-453d-a9f0-f37951ae1515,normal;dementia,518,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/0c6a6323-9341-4835-8c0e-de7a00cbfe9e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,0c6a6323-9341-4835-8c0e-de7a00cbfe9e,L6b - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),8a8aedcb-5bb3-453d-a9f0-f37951ae1515.h5ad,14786
518d9049-2a76-44f8-8abc-1e2b59ab5ba1,Crohn disease;normal,520,Publication: https://doi.org/10.1016/j.immuni.2023.01.002 Dataset Version: https://datasets.cellxgene.cziscience.com/b1784014-d30f-4e3a-88d6-65110285d5e4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,b1784014-d30f-4e3a-88d6-65110285d5e4,colon immune,518d9049-2a76-44f8-8abc-1e2b59ab5ba1.h5ad,152509
75e6eee5-d0e3-4291-9360-f288ffe6c7c4,normal;dementia,522,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/5ebf8e58-961c-471c-a87c-3401bbed3377.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,5ebf8e58-961c-471c-a87c-3401bbed3377,L5/6 NP - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),75e6eee5-d0e3-4291-9360-f288ffe6c7c4.h5ad,18567
1c05b7ae-4dfb-4c1b-a441-4b23c04b169e,normal;dementia,523,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/695ad893-50a5-421a-b9ae-364f8693c0a7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,695ad893-50a5-421a-b9ae-364f8693c0a7,OPC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),1c05b7ae-4dfb-4c1b-a441-4b23c04b169e.h5ad,29176
a190b2e9-3796-4785-9a2f-013e2a9a43e6,normal;dementia,526,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/47be8226-6779-4f10-b6b1-d4eabeec2878.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,47be8226-6779-4f10-b6b1-d4eabeec2878,Lamp5 Lhx6 - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),a190b2e9-3796-4785-9a2f-013e2a9a43e6.h5ad,21603
c19275f5-739e-4796-ad5d-b0830b760db1,normal;dementia,527,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/5de6ad36-4e18-45e4-8bfd-aa585fe7993f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,5de6ad36-4e18-45e4-8bfd-aa585fe7993f,L6 CT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),c19275f5-739e-4796-ad5d-b0830b760db1.h5ad,16418
e9175006-8978-4417-939f-819855eab80e,small cell lung carcinoma;normal;lung adenocarcinoma,528,Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/4e0351ae-7c33-45ea-953f-0ded024c57f4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,4e0351ae-7c33-45ea-953f-0ded024c57f4,Myeloid cells,e9175006-8978-4417-939f-819855eab80e.h5ad,14072
5ce42b38-d867-487f-9b40-e8bb00b21d0b,Crohn disease;normal,530,Publication: https://doi.org/10.1016/j.immuni.2023.01.002 Dataset Version: https://datasets.cellxgene.cziscience.com/ae802158-1a7e-43e0-9c23-cdc688ce3481.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,ae802158-1a7e-43e0-9c23-cdc688ce3481,colon epithelial,5ce42b38-d867-487f-9b40-e8bb00b21d0b.h5ad,97788
2f05ab20-a092-4bab-9276-3e0eb24e3fee,cardiomyopathy;breast cancer;chronic obstructive pulmonary disease;small cell lung carcinoma;COVID-19;influenza;heart disorder;tongue cancer;myocardial infarction,531,Publication: https://doi.org/10.1038/s41586-021-03710-0 Dataset Version: https://datasets.cellxgene.cziscience.com/3b715360-b0ae-4e55-b100-99ba605b5af3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/59c9ecfe-c47d-4a6a-bab0-895cc0c1942b,59c9ecfe-c47d-4a6a-bab0-895cc0c1942b,Dysregulation of brain and choroid plexus cell types in severe COVID-19,10.1038/s41586-021-03710-0,3b715360-b0ae-4e55-b100-99ba605b5af3,"A total of 38,217 droplet-based single-nucleus transcriptomes profiled across 14 cell types in the frontal cortex",2f05ab20-a092-4bab-9276-3e0eb24e3fee.h5ad,38217
d0ea3ec4-0f3b-4649-9146-1c0b5f303a55,dementia;normal,535,Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/63a6c969-44ce-4432-861d-0c42cfe3e248.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,63a6c969-44ce-4432-861d-0c42cfe3e248,L6b - DLPFC: Seattle Alzheimer's Disease Atlas (SEA-AD),d0ea3ec4-0f3b-4649-9146-1c0b5f303a55.h5ad,17996
dd018fc0-8da7-4033-a2ba-6b47de8ebb4f,normal;benign prostatic hyperplasia,541,Publication: https://doi.org/10.1002/path.5751 Dataset Version: https://datasets.cellxgene.cziscience.com/9fe04baa-ec38-4e5e-bfdf-26bc2751e15c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4b54248f-2165-477c-a027-dd55082e8818,4b54248f-2165-477c-a027-dd55082e8818,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions,10.1002/path.5751,9fe04baa-ec38-4e5e-bfdf-26bc2751e15c,Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Human Epithelial Cells,dd018fc0-8da7-4033-a2ba-6b47de8ebb4f.h5ad,42127
965386e9-1e4f-466d-bf59-ebdca4b66b9b,B-cell non-Hodgkin lymphoma;normal,543,Publication: https://doi.org/10.1016/j.xcrm.2023.101158 Dataset Version: https://datasets.cellxgene.cziscience.com/390089e5-0871-4d6b-bb7c-eb98c99fee7a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/26b5b4f6-828c-4791-b4a3-abb19e3b1952,26b5b4f6-828c-4791-b4a3-abb19e3b1952,Single cell RNA sequencing of bone marrow mononuclear cells from healthy donors and B-cell lymphoma patients following CD19 CAR T-cell therapy,10.1016/j.xcrm.2023.101158,390089e5-0871-4d6b-bb7c-eb98c99fee7a,Single cell RNA sequencing of bone marrow mononuclear cells from healthy donors and B-cell lymphoma patients following CD19 CAR T-cell therapy,965386e9-1e4f-466d-bf59-ebdca4b66b9b.h5ad,92676
9fcb0b73-c734-40a5-be9c-ace7eea401c9,normal;periodontitis;gingivitis,546,Publication: https://doi.org/10.1101/2023.08.23.554343 Dataset Version: https://datasets.cellxgene.cziscience.com/9db62818-b61b-4c7d-a3e2-95b025ff1069.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/71f4bccf-53d4-4c12-9e80-e73bfb89e398,71f4bccf-53d4-4c12-9e80-e73bfb89e398,An Integrated Single Cell Atlas of Human Periodontitis,10.1101/2023.08.23.554343,9db62818-b61b-4c7d-a3e2-95b025ff1069,An Integrated Single Cell Meta-atlas of Human Periodontitis,9fcb0b73-c734-40a5-be9c-ace7eea401c9.h5ad,105918
5e717147-0f75-4de1-8bd2-6fda01b8d75f,COVID-19;normal,552,Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/ab149f9b-8fda-414a-a312-69279695f342.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc,b9fc3d70-5a72-4479-a046-c2cc1ab19efc,A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses,10.1016/j.isci.2021.103115,ab149f9b-8fda-414a-a312-69279695f342,Individual Single-Cell RNA-seq PBMC Data from Schulte-Schrepping et al.,5e717147-0f75-4de1-8bd2-6fda01b8d75f.h5ad,90957
99950e99-2758-41d2-b2c9-643edcdf6d82,normal;follicular lymphoma,561,Publication: https://doi.org/10.1158/2643-3230.BCD-21-0075 Dataset Version: https://datasets.cellxgene.cziscience.com/80ad81c6-b05c-4a8d-af2e-e8bc9b65d3d8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/968834a0-1895-40df-8720-666029b3bbac,968834a0-1895-40df-8720-666029b3bbac,Single cell RNA sequencing of follicular lymphoma,10.1158/2643-3230.BCD-21-0075,80ad81c6-b05c-4a8d-af2e-e8bc9b65d3d8,Single cell RNA sequencing of follicular lymphoma,99950e99-2758-41d2-b2c9-643edcdf6d82.h5ad,137147
3c75a463-6a87-4132-83a8-c3002624394d,normal;common variable immunodeficiency,566,Publication: https://doi.org/10.1038/s41467-022-29450-x Dataset Version: https://datasets.cellxgene.cziscience.com/b811587f-4a3b-4beb-8376-02bd318ed4c3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bf325905-5e8e-42e3-933d-9a9053e9af80,bf325905-5e8e-42e3-933d-9a9053e9af80,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,10.1038/s41467-022-29450-x,b811587f-4a3b-4beb-8376-02bd318ed4c3,Activated PBMCs - Expanded cohort CITE-seq,3c75a463-6a87-4132-83a8-c3002624394d.h5ad,95064
a37f857c-779f-464e-9310-3db43a1811e7,Crohn disease;normal,568,Publication: https://doi.org/10.1016/j.immuni.2023.01.002 Dataset Version: https://datasets.cellxgene.cziscience.com/bde8eef6-8bee-4bc1-8071-93335974bbf7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7,5c868b6f-62c5-4532-9d7f-a346ad4b50a7,The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon,10.1016/j.immuni.2023.01.002,bde8eef6-8bee-4bc1-8071-93335974bbf7,TI immune,a37f857c-779f-464e-9310-3db43a1811e7.h5ad,201072
